dates,CCI_OECD,CCI_OECDE,FXTWBDI,GSCOMM,US_PPCE,PZTEXP,GPR,GPRT,GPRA,GFDWLDINF,GFDFTWORLD,MWRDPPP_GDP_DET,RPZTEXP,RGSCOMM,RGFDFTWORLD,LNGPR,LNGPRT,LNGPRA
4/1/1990,101.2245,102.1893,68.1042,194.29,59.157,18.582,81.643845,97.976547,54.792671,5.152812,134.02,97.565041,31.411329,328.43112,226.54968,440.2366434,458.4728134,400.3556444
5/1/1990,101.1369,102.1378,67.7392,194.81,59.29,18.237,86.40712,97.816574,66.843781,4.9967217,147.98,97.516586,30.758982,328.57144,249.58678,445.907008,458.3094031,420.235827
6/1/1990,101.009,102.0961,67.9757,185.31,59.552,16.871,79.681107,72.84642,80.652878,4.9182229,146.21,97.41629,28.329863,311.17343,245.51653,437.8032506,428.8353389,439.0154489
7/1/1990,100.7838,101.963,66.9314,190.01,59.699,18.638,85.78743,82.369255,81.847137,4.3498554,147.38,97.499023,31.219954,318.28003,246.87181,445.1872492,441.1212248,440.4853325
8/1/1990,100.381,101.6115,65.9052,225.1,60.096,27.174,250.45108,353.76312,128.2502,4.9669695,133,97.47541,45.217651,374.56735,221.31256,552.3263612,586.8627537,485.3983044
9/1/1990,99.9415,101.0786,65.5218,248.25,60.465,33.687,188.66054,262.12363,106.95481,5.2609997,118.33,97.439148,55.713223,410.56808,195.7,523.9949316,556.8816263,467.2406409
10/1/1990,99.6529,100.8048,64.4507,253.46,60.811,35.922,143.85257,172.94637,105.10759,5.5348907,129.84,97.13855,59.071548,416.79959,213.51401,496.8788956,515.2981546,465.4984492
11/1/1990,99.5822,100.7685,64.509,238.08,60.888,32.3,158.74355,201.18106,115.40346,5.7185326,127.18,96.815437,53.048222,391.013,208.87531,506.7290007,530.4205299,474.8434336
12/1/1990,99.6251,100.6762,65.6037,214.38,60.945,27.337,153.16243,194.64853,103.18326,5.7447252,129.8,96.477737,44.855198,351.7598,212.97891,503.1498992,527.1195522,463.6506631
1/1/1991,99.7204,100.4462,65.89,204.03,61.177,24.959,379.24979,360.03281,479.71585,8.3312626,134.08,96.259644,40.798012,333.50769,219.16733,593.8195065,588.6195166,617.3193949
2/1/1991,99.9823,100.4124,65.5421,190.46,61.208,20.523,339.35803,253.79163,490.27374,8.1635742,146.18,96.030876,33.52993,311.16849,238.825,582.7055686,553.6513576,619.4963888
3/1/1991,100.366,100.6043,67.9982,194.83,61.221,19.86,148.61832,133.98248,171.39545,7.8582783,142.09,95.831177,32.43985,318.24048,232.09357,500.1381409,489.7709045,514.397346
4/1/1991,100.5087,100.696,69.0961,196.89,61.332,20.823,97.76001,100.77496,88.505547,7.8033595,143.66,95.724625,33.951283,321.02328,234.23335,458.2515598,461.2889912,448.3065228
5/1/1991,100.5012,100.6539,69.5669,195.29,61.586,21.24,88.569023,95.45739,79.067688,9.0240316,145.48,95.690926,34.488358,317.10129,236.22252,448.3782169,455.867997,437.0304296
6/1/1991,100.4572,100.4212,70.6303,186.84,61.69,20.195,87.733833,99.798851,69.488586,8.8794985,136.54,95.70507,32.736263,302.86917,221.33247,447.4307606,460.315667,424.1162509
7/1/1991,100.3952,100.1274,70.811,188.31,61.787,21.42,115.18468,144.65106,84.731201,8.8866491,143.04,95.604195,34.667488,304.77286,231.505,474.6536753,497.4324359,443.9483905
8/1/1991,100.3501,100.0138,70.2779,190.43,61.931,21.688,113.49503,133.41467,87.345291,8.580904,142,95.4963,35.019619,307.48737,229.28743,473.1759047,489.3462097,446.9869126
9/1/1991,100.2903,100.0838,69.5824,192.07,62.144,21.857,117.94219,154.14365,74.796638,8.107996,145.84,95.348717,35.171535,309.07248,234.68074,477.0194589,503.788496,431.4772937
10/1/1991,100.099,100.1328,69.4747,198.15,62.26,23.228,100.83181,122.64443,77.956482,7.9867067,148.52,95.290016,37.308064,318.26212,238.54802,461.3453881,480.9289356,435.6150748
11/1/1991,99.8299,100.1537,68.8844,194.45,62.397,22.465,100.74233,120.33022,77.582062,8.102788,141.49,95.163261,36.003334,311.63358,226.75769,461.2566069,479.0239797,435.1336241
12/1/1991,99.6353,100.1199,68.5179,179.89,62.553,19.517,103.96954,135.23251,58.747433,7.8677435,151.26,95.085892,31.200743,287.58014,241.81094,464.4097972,490.6995593,407.3247458
1/1/1992,99.5769,100.0483,68.7701,179.25,62.638,18.82,102.95763,126.15647,69.45668,4.7012429,147.78,94.98851,30.04566,286.16815,235.92708,463.4317544,483.7522962,424.0703249
2/1/1992,99.6738,100.0055,69.9191,184.28,62.797,18.995,87.203468,101.09597,62.860504,4.6915798,144.87,94.998863,30.24826,293.45352,230.69574,446.8244101,461.6070264,414.0918049
3/1/1992,99.8416,99.8712,71.4185,183.13,62.949,18.916,85.297318,107.12957,53.69252,5.0201411,137.52,94.934128,30.049723,290.91803,218.46257,444.6143012,467.4039036,398.3273699
4/1/1992,99.9416,99.6611,71.4206,188.21,63.119,20.243,85.855621,92.641197,74.401253,5.0966234,138.57,94.96843,32.071167,298.1828,219.5377,445.266706,452.8733935,430.9472783
5/1/1992,99.9482,99.4932,71.1032,190.22,63.203,20.94,78.968147,93.082291,56.43539,3.8757107,143.98,94.940216,33.13134,300.96674,227.80565,436.9044569,453.3483951,403.3096444
6/1/1992,99.8481,99.4065,70.3217,194.47,63.315,22.375,93.849091,124.33614,49.730015,4.2140174,138.52,95.011459,35.339176,307.14682,218.77911,454.1688077,482.2988704,390.6608674
7/1/1992,99.6516,99.3053,69.3966,188.42,63.524,21.759,75.19677,92.428864,51.642941,4.0072007,138.21,95.020683,34.253197,296.6123,217.5713,432.0108278,452.6439311,394.4353516
8/1/1992,99.4307,99.0738,69.1534,184.77,63.609,21.35,81.645195,87.556793,70.159523,3.7452199,142.19,95.069794,33.564434,290.47775,223.53755,440.2382969,447.2287646,425.0771549
9/1/1992,99.2412,98.733,69.8129,187.78,63.713,21.902,74.609718,92.689262,45.738724,3.9509442,140.46,95.082848,34.37603,294.72791,220.45737,431.2270767,452.925263,382.2945291
10/1/1992,99.1792,98.3931,71.459,187.31,63.938,21.688,68.182777,71.336258,58.993061,3.7347758,136.32,95.051666,33.920361,292.95569,213.20654,422.2191996,426.7404726,407.7419827
11/1/1992,99.3103,98.1182,73.8778,181.72,64.064,20.342,91.008995,109.62292,68.556908,3.6259308,138.92,94.907333,31.752623,283.65384,216.84566,451.0958348,469.7046477,422.7664174
12/1/1992,99.4635,97.9034,74.3782,179.51,64.176,19.407,83.420967,97.294037,60.885471,3.6866713,139.6,94.814743,30.240276,279.71515,217.52679,442.3899681,457.7737703,410.8994575
1/1/1993,99.5341,97.7813,75.4316,179.79,64.332,19.075,128.91808,144.89354,114.82777,4.0514588,139.88,94.715744,29.650873,279.47211,217.43456,485.9177164,497.5999266,474.3433354
2/1/1993,99.533,97.7855,75.8759,183.63,64.429,20.053,90.468063,105.261,64.637405,4.1273084,143.02,94.689339,31.124184,285.01141,221.98079,450.4996893,465.644298,416.8793268
3/1/1993,99.5242,97.8486,75.6647,188.26,64.561,20.347,94.241447,99.914673,80.288094,4.0650897,151.33,94.579727,31.51593,291.60019,234.39848,454.5860074,460.4316552,438.5621341
4/1/1993,99.4967,97.9664,74.755,187.49,64.733,20.27,112.72166,144.03902,72.713913,4.1115704,157.84,94.551445,31.31324,289.63589,243.83235,472.4921594,497.0084235,428.6532742
5/1/1993,99.3812,97.9384,75.0323,184.19,64.933,19.94,110.72975,137.38629,77.883865,4.1761198,161.84,94.471893,30.708576,283.66162,249.24153,470.7092548,492.2796593,435.5218807
6/1/1993,99.2229,97.7817,75.812,177.31,64.955,19.07,104.19525,125.46405,73.332115,4.0371332,159.32,94.438835,29.358788,272.9736,245.2775,464.6266543,483.2019263,429.4998644
7/1/1993,99.0954,97.703,76.9967,174.3,65.059,17.866,123.31479,131.75841,107.08215,4.2798295,163.2,94.377335,27.461227,267.91068,250.84923,481.4740354,488.0970018,467.3596297
8/1/1993,99.0476,97.7242,77.2073,175.38,65.17,18.009,97.241676,97.085625,94.735573,4.5342278,169.88,94.382675,27.633881,269.11154,260.67209,457.7199385,457.5593321,455.1089569
9/1/1993,99.0708,97.7607,77.2887,173.08,65.238,17.514,89.16478,97.456596,76.930183,4.3806162,166.27,94.386871,26.846317,265.30551,254.86679,449.0486119,457.940711,434.2898296
10/1/1993,99.1673,97.7401,78.1658,176.37,65.443,18.145,106.16591,130.30681,65.22377,4.4205937,169.87,94.460831,27.726418,269.50171,259.5694,466.5003059,486.9891747,417.7823973
11/1/1993,99.3467,97.7616,79.2584,171.61,65.567,16.699,83.480179,105.13096,51.355938,4.3977346,159.77,94.53756,25.468605,261.73227,243.67441,442.4609226,465.5206811,393.8780567
12/1/1993,99.6603,97.921,79.9361,164.12,65.582,14.51,79.551796,97.065681,50.134674,4.6252022,167.2,94.656212,22.124973,250.25159,254.948,437.6408332,457.5387873,391.4712865
1/1/1994,99.9869,98.1489,81.9806,171.29,65.604,15,83.489975,93.091835,65.270424,4.6891212,177.8,94.772774,22.86446,261.09689,271.02005,442.4726565,453.3586479,417.8539009
2/1/1994,100.2085,98.5272,82.062,173.61,65.756,14.78,117.24207,148.14723,76.488106,4.7178788,175.54,94.940117,22.477036,264.02155,266.95663,476.4240772,499.8206577,433.7135252
3/1/1994,100.3565,99.0048,82.6208,170.4,65.937,14.66,93.474037,98.562347,79.419533,4.841917,168.17,95.114487,22.233343,258.4285,255.04648,453.7683719,459.0689312,437.4744346
4/1/1994,100.5115,99.5512,83.251,173.76,66.015,16.38,95.356972,116.44586,68.708939,4.6352668,173.18,95.269173,24.812542,263.21292,262.33432,455.7627449,475.7426444,422.9879307
5/1/1994,100.6677,100.0697,83.2652,174.57,66.111,17.88,104.46679,122.9767,73.906204,4.6053991,173.42,95.379807,27.045424,264.05591,262.31641,464.8869222,481.1994907,430.2796776
6/1/1994,100.7968,100.4388,83.2283,178.4,66.272,19.07,120.35224,148.29607,79.949852,4.753819,173.01,95.472481,28.775351,269.19363,261.06049,479.0422776,499.9210748,438.1399588
7/1/1994,100.89,100.6367,82.2735,179.44,66.481,19.65,99.640236,115.40326,75.470879,4.8340807,175.99,95.555946,29.557318,269.91171,264.72226,460.1566059,474.8432603,432.3746873
8/1/1994,100.992,100.7914,82.2333,174.6,66.634,18.38,98.227028,122.92201,66.640152,5.1189046,180.8,95.644028,27.583515,262.02838,271.33295,458.7281412,481.1550089,419.9307279
9/1/1994,101.0655,100.8992,81.4699,171,66.708,17.46,98.898483,131.31796,51.33683,5.3082018,175.73,95.766182,26.173773,256.34106,263.43167,459.40939,487.7621558,393.8408428
10/1/1994,101.0899,100.8936,80.9927,174.86,66.821,17.71,94.85363,118.89934,64.505692,5.300107,180.44,95.885147,26.503645,261.6842,270.03488,455.2334967,477.8277253,416.6753468
11/1/1994,101.0695,100.8171,81.3965,177.73,66.948,18.1,86.529808,100.79308,70.689461,5.3683829,172.09,96.019211,27.035908,265.4747,257.05026,446.0488956,461.3069702,425.8296495
12/1/1994,101.0403,100.7149,83.467,174.93,66.991,17.16,96.047501,107.74174,81.616096,5.2066474,173.07,96.070656,25.615381,261.12463,258.34814,456.4842871,467.9737067,440.2026497
1/1/1995,100.9915,100.6274,85.8253,176.9,67.127,17.99,80.154678,84.899139,70.477058,5.2638583,169.69,96.068069,26.799946,263.53033,252.78949,438.3958243,444.1463952,425.5287238
2/1/1995,100.8636,100.581,85.436,176.71,67.246,18.53,76.875328,72.59407,77.145996,5.2122531,170.82,95.985275,27.555542,262.78143,254.02254,434.2184993,428.4883238,434.5699679
3/1/1995,100.7228,100.5913,84.8004,176.9,67.37,18.55,82.244446,79.159042,79.87529,5.0881042,178.85,95.956253,27.534512,262.57977,265.47424,440.9695862,437.1459019,438.0466543
4/1/1995,100.6781,100.6818,82.3387,182.6,67.547,19.87,99.19088,93.923035,99.147942,5.2987127,185.1,95.879974,29.416553,270.33029,274.0314,459.7046075,454.247567,459.6613098
5/1/1995,100.7003,100.7895,82.2584,182.61,67.651,19.74,87.842529,96.409195,79.349617,5.4293356,185.79,95.825233,29.179169,269.9295,274.6301,447.5545768,456.8601581,437.386362
6/1/1995,100.799,100.8142,82.5265,178.39,67.717,18.42,104.60776,121.57905,85.120949,5.2933435,184.85,95.749924,27.201441,263.4346,272.9743,465.0217736,480.0564669,444.4073174
7/1/1995,100.8705,100.7346,82.5078,173.85,67.802,17.3,107.64542,115.32477,100.19745,5.0856838,194.01,95.730148,25.515472,256.40836,286.142,467.8842678,474.7752235,460.7142739
8/1/1995,100.8491,100.5836,84.4627,177.17,67.948,18.03,106.93478,118.49734,100.76746,4.759757,189.42,95.722153,26.534998,260.7435,278.772,467.2219116,477.4890513,461.2815486
9/1/1995,100.7138,100.3603,85.6727,182.07,67.995,18.23,71.20517,72.984016,68.817551,4.7403259,194.25,95.703133,26.810795,267.76968,285.68277,426.5565428,429.0240458,423.1458814
10/1/1995,100.5952,100.1246,85.5807,180.74,68.171,17.44,67.741501,64.277809,69.12648,4.5843983,190.64,95.601044,25.582726,265.12741,279.64972,421.5699005,416.3214455,423.593787
11/1/1995,100.5143,99.9135,86.8467,186.09,68.169,17.99,76.333496,78.812622,69.865883,4.4695334,196.97,95.526321,26.390295,272.98331,288.94366,433.5111846,436.7073162,424.6577447
12/1/1995,100.4902,99.6964,87.5988,196.96,68.3,19.04,65.672058,68.982018,55.3638,4.3851781,202.29,95.471672,27.877012,288.37482,296.17862,418.4673538,423.3845862,401.3925951
1/1/1996,100.495,99.5312,88.3185,194.45,68.452,18.88,75.634926,73.66008,79.682465,4.2346377,205.87,95.37207,27.581371,284.06766,300.75089,432.5918161,429.9460997,437.8049549
2/1/1996,100.5365,99.4451,88.52,194.9,68.56,19.07,80.420921,85.975975,69.157791,4.1718826,206.49,95.42524,27.815052,284.27655,301.18146,438.7274354,445.4067897,423.639072
3/1/1996,100.6209,99.4321,88.5167,200.72,68.767,21.36,82.147614,77.891006,84.088196,4.2639694,209.27,95.517822,31.061411,291.88419,304.31747,440.85178,435.531049,443.18662
4/1/1996,100.6481,99.428,88.786,212.4,68.973,23.57,84.828621,71.231972,98.646362,4.2743664,214.08,95.706673,34.172791,307.94659,310.38232,444.0632998,426.5941763,459.1541354
5/1/1996,100.6396,99.4621,89.2877,209.26,69.092,21.25,65.530823,59.192993,68.710739,4.1502199,213.7,95.730263,30.756094,302.87152,309.29776,418.2520612,408.0803173,422.9905504
6/1/1996,100.663,99.4665,89.6896,201.83,69.091,20.45,69.088585,72.525932,61.670174,3.9852042,214.14,95.967682,29.598646,292.12198,309.93906,423.5389522,428.3944181,412.180041
7/1/1996,100.7022,99.437,89.5819,202.76,69.237,21.32,80.644318,74.906937,85.272194,3.9916744,205.87,95.935402,30.792784,292.84921,297.341,439.004835,431.6246503,444.5848422
8/1/1996,100.7463,99.4573,89.1762,199.1,69.303,21.96,81.687645,81.733742,85.693893,3.8392882,208.21,95.972191,31.686939,287.28915,300.43433,440.2902766,440.3466915,445.0781563
9/1/1996,100.7682,99.4484,89.6331,202.63,69.499,23.99,88.196976,87.048286,92.839005,3.6945388,215.68,95.897835,34.518482,291.55817,310.33539,447.9572677,446.6462976,453.0866864
10/1/1996,100.7743,99.4003,90.0393,209.64,69.709,24.9,55.58683,56.879757,49.544357,3.7248902,217.28,96.053459,35.719921,300.73593,311.69577,401.7946303,404.0939513,390.2868369
11/1/1996,100.7583,99.3805,89.655,210.8,69.833,23.71,57.344612,58.057617,51.038422,3.7138104,228.18,96.071457,33.952431,301.86301,326.75098,404.907889,406.1435914,393.2578722
12/1/1996,100.7265,99.4427,90.652,220.48,69.914,25.39,74.982635,80.178627,66.176483,3.7433541,224.21,96.266029,36.316044,315.35886,320.694,431.7256553,438.4256983,419.2325158
1/1/1997,100.7519,99.5346,91.5269,214.32,70.005,25.17,54.062435,53.257828,55.227325,3.5678017,226.2,96.150772,35.954575,306.14957,323.11978,399.0139582,397.5144798,401.1457849
2/1/1997,100.8375,99.5478,93.2512,194.83,70.151,22.21,50.55994,54.501366,43.509159,3.4728591,228.63,96.253128,31.660276,277.72946,325.91125,392.3159563,399.8225766,377.2971468
3/1/1997,100.954,99.5608,94.0187,192.94,70.225,20.99,58.480061,56.366299,59.907318,3.0993288,223.28,96.182663,29.889641,274.74545,317.94946,406.8685859,403.1871444,409.2798668
4/1/1997,101.1033,99.6307,94.7587,191.24,70.294,19.72,62.844486,62.376057,61.280483,3.0194445,229.42,96.37394,28.053604,272.05737,326.3721,414.0663198,413.31815,411.5461407
5/1/1997,101.2742,99.78,93.8091,198.61,70.262,20.83,53.576015,53.544285,49.572899,2.8966594,244.28,96.373924,29.646181,282.67056,347.67014,398.1101487,398.0509069,390.3444293
6/1/1997,101.4311,99.9825,93.5546,186.5,70.352,19.17,39.045624,36.685635,38.639481,2.9218423,255.64,96.572899,27.248692,265.09552,363.37274,366.4730809,360.2385262,365.4274578
7/1/1997,101.5367,100.21,94.4769,185.35,70.394,19.63,47.698425,47.42841,43.43375,2.8436553,267.21,96.569267,27.885899,263.30368,379.59201,386.4898378,385.9221416,377.1236789
8/1/1997,101.5606,100.4532,96.1728,194.26,70.45,19.93,48.582298,46.308628,49.425003,2.8864453,249.68,96.61528,28.289568,275.74167,354.40738,388.3259226,383.5328294,390.045643
9/1/1997,101.5448,100.634,96.5385,197.21,70.62,19.79,42.689087,41.639343,41.087933,2.8836136,262.7,96.623199,28.023222,279.25516,371.99094,375.3943314,372.9045466,371.5714477
10/1/1997,101.4869,100.6983,96.956,205.75,70.712,21.26,49.746307,58.689461,34.460205,2.7575202,247.63,96.891068,30.065619,290.96899,350.19516,390.693623,407.2260171,353.980518
11/1/1997,101.4345,100.7143,98.6245,199.35,70.716,20.17,59.693371,79.036308,32.765533,2.6079185,250.98,96.799004,28.522541,281.90225,354.9126,408.9220976,436.9907342,348.937714
12/1/1997,101.3946,100.6967,102.231,181.94,70.701,18.32,43.998268,48.362331,35.839134,2.4234328,253.86,96.893295,25.91194,257.33725,359.0614,378.415027,387.8721226,357.9040425
1/1/1998,101.45,100.7303,105.1038,170.94,70.736,16.71,53.096302,59.82127,42.487816,2.3112092,259.83,96.526505,23.623049,241.65913,367.32358,397.2107284,409.1361283,374.9217352
2/1/1998,101.5351,100.8481,104.0776,169.02,70.699,16.06,77.597618,101.84083,45.368019,2.334111,277.3,96.473595,22.716021,239.06985,392.2262,435.1536731,462.3411104,381.480743
3/1/1998,101.572,100.9973,103.8506,164.28,70.71,15.02,57.248062,65.501999,44.516712,2.4754024,288.52,96.121109,21.241692,232.32924,408.03281,404.739379,418.2080661,379.5864669
4/1/1998,101.5811,101.0894,103.7603,165.93,70.798,15.44,50.996582,58.767384,38.00285,2.1837449,290.7,96.056282,21.808525,234.37103,410.60483,393.1758611,407.3587007,363.7661157
5/1/1998,101.5454,101.2148,104.5376,161.63,70.895,14.86,94.473488,129.79889,43.802757,2.2235284,286.15,95.835312,20.960575,227.98505,403.62509,454.8319245,486.5986253,377.9696761
6/1/1998,101.4812,101.3548,106.7315,154.5,70.835,13.66,76.309074,94.954681,48.778854,2.087245,291.36,95.828415,19.284252,218.11252,411.32208,433.4791857,455.3399736,388.7296899
7/1/1998,101.4264,101.5354,107.0722,149.22,71.01,14.08,54.048416,64.22628,38.299324,2.0255322,289.82,95.589226,19.828194,210.13942,408.13971,398.9880237,416.2412473,364.5432246
8/1/1998,101.3564,101.632,108.9952,141.12,71.108,13.36,97.020859,83.938553,123.83875,1.9088321,257.87,95.658905,18.788322,198.45868,362.64554,457.4925997,443.0085019,481.8980316
9/1/1998,101.2998,101.7201,107.8864,148.43,71.067,14.95,62.513443,68.476952,55.129616,2.0075345,254.06,95.594803,21.036488,208.85925,357.49362,413.5381622,422.6497221,400.9687067
10/1/1998,101.307,101.8384,105.2264,149.59,71.223,14.39,54.403648,57.895927,48.278042,2.1433415,277.29,95.759628,20.204147,210.03047,389.32648,399.643121,405.8647037,387.697684
11/1/1998,101.4146,101.9288,105.3305,144.36,71.226,12.85,67.965927,88.071342,38.602264,2.1752038,293.08,95.701187,18.041164,202.6788,411.47894,421.9006506,447.8147191,365.3310928
12/1/1998,101.5284,101.942,104.6001,131.83,71.298,11.28,75.959892,86.280396,64.999756,2.213192,306.33,95.8638,15.820921,184.89999,429.6474,433.0205464,445.7602411,417.4383516
1/1/1999,101.6839,101.9149,104.724,135.35,71.398,12.47,63.987225,69.461212,53.77272,2.1408341,313.12,95.841988,17.465475,189.57114,438.55569,415.8683454,424.0768496,398.4766275
2/1/1999,101.7848,101.7894,106.0406,132.49,71.358,12.01,58.316383,67.283997,44.17395,1.961753,304.24,95.988846,16.830629,185.66945,426.35724,406.5883066,420.8922422,378.8135249
3/1/1999,101.7753,101.5516,107.2651,143.93,71.412,14.66,83.397278,89.738358,75.18808,1.9541584,317.21,95.949905,20.528763,201.54875,444.19705,442.3615671,449.6898303,431.9992708
4/1/1999,101.7463,101.329,106.6133,155.45,71.757,17.34,106.19801,112.34139,103.23338,2.1898873,331.02,96.070671,24.16489,216.63391,461.30692,466.530537,472.154236,463.699225
5/1/1999,101.7647,101.2372,106.4256,156.83,71.804,17.75,85.441132,89.377563,80.671417,2.0239074,318.51,96.030296,24.720072,218.41402,443.58252,444.7827624,449.2869678,439.0384324
6/1/1999,101.81,101.2944,107.0573,158.35,71.826,17.89,79.410545,75.961349,83.76152,1.9670471,333.54,96.136688,24.907415,220.46335,464.37222,437.4631168,433.0224645,442.7973713
7/1/1999,101.8465,101.43,107.1989,165.24,72.017,20.07,62.142872,66.837288,54.257927,2.0962162,332.28,96.205215,27.86842,229.44583,461.39105,412.9436121,420.2261128,399.3749102
8/1/1999,101.8879,101.5946,106.2463,177.76,72.148,21.26,62.858643,65.262108,57.959991,2.2149005,332.48,96.372978,29.467207,246.38243,460.83051,414.0888443,417.8411592,405.9752962
9/1/1999,101.9542,101.7925,105.5727,187.73,72.407,23.88,69.581512,75.542664,62.214027,2.1739471,329,96.435173,32.980236,259.27051,454.37595,424.24989,432.4697583,413.0580489
10/1/1999,102.0285,102.029,105.1655,184.93,72.529,22.64,72.353485,79.384109,60.161953,2.1191986,345.81,96.704262,31.215099,254.97388,476.7886,428.1563621,437.429821,409.7040143
11/1/1999,102.1308,102.1961,105.4119,191.92,72.594,24.97,57.963867,60.386982,52.497967,2.0632179,355.79,96.823128,34.396782,264.37448,490.10938,405.9819834,410.0773552,396.0774445
12/1/1999,102.2401,102.3113,105.4915,194.62,72.763,26.08,86.084938,95.510826,86.469734,2.1004014,381.23,97.055374,35.842392,267.4711,523.93384,445.533446,455.9239602,445.9794457
1/1/2000,102.3564,102.4069,105.2406,200.1,72.961,27.18,64.457809,65.573601,64.250412,2.2976344,360.07,97.046936,37.252777,274.2561,493.51022,416.6010886,418.3173191,416.2788136
2/1/2000,102.3659,102.4425,106.5548,211.05,73.191,29.35,63.541721,57.65136,68.082169,2.5446758,359.62,97.278282,40.100559,288.35513,491.34457,415.1696714,405.4413837,422.0715343
3/1/2000,102.3156,102.4329,106.5845,213.93,73.505,29.89,50.101986,55.030735,40.816406,2.5969424,384.24,97.470207,40.663902,291.04141,522.73993,391.4060648,400.7891847,370.9084108
4/1/2000,102.2959,102.3851,107.2299,200.38,73.444,25.74,48.682739,53.304905,40.917027,2.2249551,368.03,97.782654,35.047112,272.83371,501.10287,388.5324532,397.6028353,371.1546284
5/1/2000,102.2874,102.3354,109.6804,219.05,73.505,28.78,79.48288,77.269699,83.227814,2.3755293,358.03,97.85244,39.153801,298.00693,487.08252,437.5541653,434.7301887,442.1581595
6/1/2000,102.2546,102.2573,108.5729,230.14,73.754,31.83,64.717819,73.574669,53.1744,2.7323987,370.14,97.995346,43.156982,312.03732,501.85751,417.0036573,429.8300795,397.3577078
7/1/2000,102.2475,102.2233,108.7205,221.99,73.939,29.77,51.904022,57.316975,41.059078,2.7255182,360.51,97.913864,40.26292,300.23398,487.57761,394.9396282,404.8596828,371.5011956
8/1/2000,102.1873,102.1196,109.4996,230.87,73.934,31.22,46.492256,49.192291,41.585922,2.6681366,375.38,97.930435,42.226852,312.26498,507.72311,383.9285761,389.5736924,372.7761697
9/1/2000,102.0569,101.9313,110.8176,247.6,74.252,33.88,52.689999,64.444992,35.192142,2.7653112,356.48,97.773575,45.628399,333.45905,480.09482,396.4425665,416.5812023,356.0822819
10/1/2000,101.9589,101.9304,112.4624,243.67,74.353,33.08,76.456528,82.387604,77.610146,2.7076416,350.37,97.759079,44.490471,327.72046,471.2251,433.6722318,441.1434989,435.1698166
11/1/2000,101.8266,102.0532,113.4048,251.79,74.457,34.4,45.060562,44.357689,47.20681,2.8990433,329.5,97.636436,46.201164,338.16833,442.53729,380.8007407,379.2286065,385.4538162
12/1/2000,101.6157,102.1525,112.3249,244.64,74.571,28.46,45.3951,46.16898,43.983353,2.9200234,334.6,97.61277,38.16497,328.0632,448.69989,381.540417,383.2308144,378.3811221
1/1/2001,101.4096,102.1548,112.1425,238.86,74.932,29.58,46.899555,53.702358,38.343319,2.9064748,341.72,97.475136,39.475792,318.76901,456.04013,384.8008187,398.3456911,364.6580301
2/1/2001,101.2394,102.0448,112.8649,231.5,75.048,29.61,55.087711,63.689892,45.426674,2.8582149,312.13,97.519585,39.45475,308.46924,415.90717,400.892666,415.4025869,381.6099466
3/1/2001,101.1411,101.891,114.689,220.15,75.055,27.24,61.708954,66.722183,56.866989,2.7488871,290.06,97.376549,36.293385,293.31824,386.46326,412.2429042,420.0537476,404.0715015
4/1/2001,101.0748,101.676,115.4385,222.91,75.187,27.41,50.568737,52.77367,47.172199,3.1139216,311.77,97.33725,36.455769,296.47412,414.65945,392.3333539,396.6012392,385.3804715
5/1/2001,101.0266,101.4505,115.2588,222.35,75.385,28.64,60.376862,61.344994,56.864189,3.3616195,308.11,97.16642,37.991642,294.95258,408.71527,410.0605952,411.651357,404.0665776
6/1/2001,100.9852,101.2403,115.9473,213.33,75.518,27.6,72.064339,79.313103,64.214478,3.1602559,298.6,97.10305,36.547577,282.48895,395.40244,427.7559317,437.3403348,416.2228699
7/1/2001,100.8948,101.0765,116.333,202.85,75.493,26.45,61.072941,65.492783,52.618771,2.9508662,292.49,96.768539,35.036362,268.70041,387.43988,411.2068904,418.1939953,396.3072919
8/1/2001,100.6985,100.9259,114.5411,203.79,75.484,27.47,64.107735,55.232075,74.892204,2.8890891,278.47,96.655685,36.391819,269.97775,368.91263,416.0565027,401.1543853,431.60498
9/1/2001,100.4353,100.799,114.944,196.35,75.227,25.88,498.64789,260.16962,841.17749,2.6757462,252.89,96.331886,34.402542,261.01001,336.16919,621.1900215,556.1333803,673.4802684
10/1/2001,100.3066,100.7323,115.6559,178.09,75.492,22.21,512.52972,261.34741,854.07495,2.4935477,258.53,96.126396,29.420336,235.90579,342.46011,623.93587,556.5850595,675.0018953
11/1/2001,100.3623,100.7482,116.1748,169.7,75.441,19.67,306.78589,149.79523,509.74612,2.2342267,273.86,95.944252,26.073355,224.944,363.01215,572.6150078,500.9269228,623.3912798
12/1/2001,100.5442,100.8652,116.2321,168.06,75.363,19.33,236.09975,126.19801,381.9725,2.1386089,276.12,95.963684,25.649191,223.00067,366.38669,546.4254385,483.7852181,594.5348616
1/1/2002,100.7103,100.9704,117.5814,168.97,75.431,19.67,172.4772,106.91624,262.28702,2.1764126,268.07,95.893417,26.076813,224.00604,355.3844,515.0265054,467.2045724,556.94394
2/1/2002,100.8371,100.9818,118.2322,172.75,75.558,20.74,146.18571,95.780312,212.9055,2.0566189,265.14,95.989853,27.449112,228.63231,350.90924,498.48778,456.2057152,536.0848405
3/1/2002,100.9471,100.8836,117.5449,193.59,75.763,24.42,151.97636,99.123344,219.96884,2.1435068,276.48,95.988647,32.232094,255.52051,364.92746,502.3724982,459.6364974,539.34859
