dates,CCI_OECD,CCI_OECDE,FXTWBDI,GSCOMM,US_PPCE,PZTEXP,GPR,GPRT,GPRA,GFDWLDINF,GFDFTWORLD,MWRDPPP_GDP_DET,RPZTEXP,RGSCOMM,RGFDFTWORLD,LNGPR,LNGPRT,LNGPRA
4/1/2002,100.9789,100.6862,117.1734,199.87,76.08,26.27,157.49655,100.74445,225.64035,2.1644685,266.92,96.096893,34.529442,262.7103,350.84122,505.9403553,461.2587112,541.894236
5/1/2002,100.9702,100.5244,115.7598,200.67,76.13,27.02,163.32231,142.24683,209.40878,1.9041841,267.04,96.111221,35.49192,263.58859,350.76843,509.572561,495.7563788,534.4288227
6/1/2002,100.8573,100.352,114.5036,197.03,76.225,25.52,149.33043,127.79075,189.12349,1.8296136,250.44,96.161591,33.479828,258.48474,328.55362,500.6161502,485.0394161,524.2400188
7/1/2002,100.7026,100.215,112.9253,203.28,76.393,26.94,122.77834,94.349678,168.41974,1.9861971,229.25,96.170418,35.265011,266.09769,300.09293,481.0380616,454.7007859,512.6459316
8/1/2002,100.5514,100.0608,114.262,208.91,76.543,28.38,127.06451,101.69574,157.46445,2.1014941,229.56,96.197739,37.077198,272.93155,299.90985,484.469491,462.1985414,505.9199719
9/1/2002,100.4034,99.9026,115.0741,223.81,76.681,29.67,174.90334,174.53145,188.71919,2.0869236,203.85,96.040947,38.692764,291.87152,265.84161,516.4233478,516.2104955,524.0260143
10/1/2002,100.2418,99.6668,115.9185,222.71,76.821,28.85,172.03192,167.02582,197.39906,2.3086774,218.79,95.947021,37.554836,289.90771,284.80493,514.7680041,511.8148411,528.5227365
11/1/2002,100.1279,99.3505,114.7414,212.17,76.897,26.27,159.12759,155.01375,179.06284,2.5673032,230.56,95.867752,34.162582,275.91452,299.82965,506.9706333,504.3513823,518.7736806
12/1/2002,99.9835,99.034,114.094,230.03,76.971,29.42,175.81172,182.99956,175.19843,2.6946003,219.23,95.759857,38.222187,298.85281,284.82156,516.941365,520.9483748,516.5919217
1/1/2003,99.7808,98.8054,112.7789,244.54,77.201,32.94,206.4346,245.81755,176.95985,2.874603,212.47,95.747902,42.667843,316.75757,275.21664,532.9983655,550.4589594,517.5922871
2/1/2003,99.6062,98.6576,112.5997,264.19,77.526,35.87,239.61093,296.7598,213.08032,3.1122684,208.07,95.752617,46.268349,340.776,268.38739,547.9016483,569.2923057,536.1669184
3/1/2003,99.5958,98.6052,112.0789,246.7,77.725,33.55,358.71118,362.41107,429.1442,3.1752448,206.82,95.628204,43.165005,317.40109,266.09198,588.2517552,589.277912,606.1792993
4/1/2003,99.8434,98.7208,111.1299,221.67,77.593,28.25,255.77518,212.60545,331.60324,2.8020587,224.58,95.532959,36.407925,285.68298,289.43332,554.4298856,535.9438101,580.3939194
5/1/2003,100.1209,98.9068,107.2115,228.18,77.504,28.14,162.12187,153.39629,186.84636,2.5896733,236.88,95.443634,36.307804,294.41061,305.63583,508.8348336,503.3024704,523.0286675
6/1/2003,100.2898,99.0886,106.6124,235.02,77.588,30.72,145.76973,127.83353,176.91827,2.5233114,241.07,95.432343,39.59375,302.90765,310.70526,498.2028185,485.0728871,517.5687875
7/1/2003,100.3581,99.1953,107.7695,233.18,77.816,30.76,134.89891,108.3928,167.44865,2.4693799,246.07,95.573341,39.529144,299.65561,316.22031,490.4525683,468.5761666,512.0676737
8/1/2003,100.3497,99.2304,109.1304,241.36,78.079,31.59,138.23093,109.64906,180.00012,2.502701,251.15,95.80896,40.459023,309.1228,321.66141,492.8925692,469.7284902,519.2957518
9/1/2003,100.3543,99.2762,107.949,228.54,78.323,28.29,118.19628,99.720467,143.55717,2.6308281,252.33,96.007301,36.119659,291.79169,322.16589,477.2346632,460.2370942,496.6733353
10/1/2003,100.4236,99.3477,105.6339,242.23,78.333,30.33,108.31738,93.028328,129.94328,2.580132,267.26,96.235413,38.719315,309.23111,341.18442,468.5065621,453.2904049,486.7098048
11/1/2003,100.5546,99.4299,105.4734,246.29,78.432,31.09,118.08669,93.331589,153.24634,2.5245328,270.92,96.44902,39.639431,314.01724,345.42023,477.1419016,453.6158625,503.2046692
12/1/2003,100.6942,99.4628,103.9806,261.24,78.605,32.15,129.46507,107.44404,164.98053,2.5310712,287.12,96.62294,40.900707,332.34528,365.26938,486.3411115,467.6970154,510.5827467
1/1/2004,100.8405,99.5103,102.1976,269.2,78.909,34.27,113.46759,106.71729,126.08519,2.3227429,292.27,96.683105,43.429775,341.15247,370.38867,473.1517245,467.0183188,483.695779
2/1/2004,100.8281,99.5881,102.6578,266.28,79.077,34.74,115.07597,104.11482,129.24428,2.1714809,297.45,96.688118,43.931866,336.73508,376.15234,474.5592519,464.5494329,486.1704257
3/1/2004,100.7835,99.5877,103.7508,280.09,79.199,36.76,138.53207,109.12394,183.70297,2.1427345,295.17,96.681313,46.414726,353.65344,372.69409,493.1101851,469.24843,521.332016
4/1/2004,100.7442,99.5065,104.6152,284.06,79.346,36.69,149.63139,121.14622,205.3252,2.4110904,287.8,96.804382,46.240517,358.00168,362.71521,500.817487,479.6998246,532.4595064
5/1/2004,100.7234,99.4481,106.3226,303.19,79.604,40.28,121.09119,91.965393,159.94843,2.7814915,289.55,96.912819,50.600471,380.87283,363.73801,479.6543898,452.1412343,507.4851451
6/1/2004,100.7671,99.4518,105.2344,292.66,79.831,38.02,137.23392,106.79374,178.03662,3.0214133,294.61,96.943192,47.62561,366.59943,369.04211,492.1686915,467.0899311,518.1989259
7/1/2004,100.8233,99.4954,104.4112,299.01,79.905,40.69,131.01985,121.26778,159.81219,2.9975064,284.92,97.023048,50.92297,374.20688,356.57343,487.5348838,479.8001158,507.3999313
8/1/2004,100.8239,99.5747,104.5459,308.01,79.946,44.94,140.36583,127.44524,176.45432,2.9614503,286.3,97.048355,56.212944,385.27255,358.11673,494.4252086,484.7686782,517.3062033
9/1/2004,100.7984,99.6608,104.1587,315.05,80.104,45.95,153.87161,130.20607,189.35522,2.9075418,291.74,97.023537,57.362926,393.30121,364.20154,503.6118553,486.9118349,524.3624722
10/1/2004,100.8008,99.7039,102.5448,356.74,80.448,53.13,119.86279,100.50788,148.24448,3.1228855,298.64,96.997673,66.042664,443.44171,371.22116,478.6347672,461.0236132,499.8862803
11/1/2004,100.8555,99.7156,99.7651,341.19,80.758,48.46,122.70739,98.926651,151.67926,3.1461422,314.51,97.008942,60.006439,422.48447,389.44748,480.9802578,459.4378677,502.176816
12/1/2004,100.952,99.781,98.6694,314.3,80.801,43.33,109.89523,81.604774,145.22534,2.941349,326.34,97.048477,53.625572,388.98035,403.88113,469.9527457,440.1887765,497.8286605
1/1/2005,101.0312,99.8802,99.2915,324.44,80.907,46.84,100.88759,78.198563,128.53487,2.7748666,319.13,97.219032,57.893631,401.00363,394.44052,461.4006927,435.9251271,485.6200229
2/1/2005,101.0125,99.9337,99.5192,332.78,81.132,47.97,108.97797,104.77036,108.79598,2.8844709,329.46,97.320374,59.12587,410.17108,406.07898,469.1145752,465.1770907,468.9474385
3/1/2005,100.877,99.8718,98.8986,373.9,81.375,54.31,90.410484,87.226334,87.87674,2.9288116,321.76,97.514847,66.740402,459.47772,395.40399,450.4360234,446.8506281,447.5935151
4/1/2005,100.7286,99.6928,99.806,371.48,81.603,53.04,87.032402,72.532631,102.85391,2.9431486,314.06,97.609909,64.997612,455.22836,384.86331,446.6280486,428.4036543,463.3309632
5/1/2005,100.6716,99.4684,100.3656,350.42,81.649,49.83,98.205963,89.932693,104.90989,2.6429148,319.64,97.71682,61.02953,429.17856,391.48059,458.7066937,449.9061535,465.3101791
6/1/2005,100.7123,99.3277,101.3319,382.78,81.7,56.26,81.124054,69.8825,93.417526,2.4346433,322.5,97.76796,68.861687,468.51898,394.73685,439.5979514,424.681526,453.7078972
7/1/2005,100.6747,99.2897,101.7665,396.24,82.046,58.7,165.90192,118.18357,237.56502,2.6736965,334.2,97.875648,71.545227,482.94858,407.33246,511.139677,477.2239094,547.0441354
8/1/2005,100.4678,99.3484,100.4173,431.25,82.377,64.97,116.22766,92.683075,143.29123,2.7672207,335.76,97.883644,78.869102,523.50775,407.58951,475.5550854,452.9185878,496.4879133
9/1/2005,100.2191,99.3985,100.2415,455.22,83.172,65.57,103.80766,78.456703,130.27203,3.0912404,344.81,98.000916,78.836624,547.32361,414.57462,464.2539764,436.2546918,486.9624803
10/1/2005,100.1995,99.4843,101.2591,444.9,83.305,62.37,87.061829,73.187653,105.56188,3.018434,336.02,98.047279,74.869453,534.06158,403.36115,446.6618544,429.3026732,465.9297321
11/1/2005,100.429,99.6384,102.032,418.57,83.131,58.3,83.480095,70.604462,96.029587,2.6934316,347.25,98.234886,70.13028,503.5065,417.7142,442.460822,425.7093344,456.4656342
12/1/2005,100.753,99.9068,101.3296,435.45,83.131,59.43,95.35025,69.644608,130.67891,2.7824228,355.27,98.418671,71.489578,523.81183,427.36163,455.7556954,424.3405282,487.2743246
1/1/2006,100.9797,100.1397,100,442.11,83.534,65.51,94.510017,89.323471,100.19158,3.1024566,372.1,98.671188,78.423157,529.25757,445.44736,454.8705829,449.2264286,460.7084153
2/1/2006,101.0283,100.254,100.2112,422.48,83.584,61.63,95.858192,89.405762,102.79865,2.9246056,370.99,98.889244,73.734207,505.4556,443.85291,456.2869933,449.3185132,463.2772221
3/1/2006,100.9897,100.3083,100.4281,427.57,83.746,62.9,92.797623,88.042229,97.036026,2.7511427,378.23,99.147079,75.108063,510.55573,451.6395,453.0421025,447.7816574,457.5082312
4/1/2006,100.8849,100.3322,99.7435,469.82,84.135,69.69,89.0158,85.911011,92.830711,2.889859,389.73,99.272179,82.831161,558.41205,463.21982,448.8813882,445.3312005,453.0777523
5/1/2006,100.7124,100.3002,97.5118,477.93,84.361,70.94,85.208778,84.033127,82.277428,3.1331861,374.16,99.360825,84.090988,566.52954,443.52249,444.5104457,443.121109,441.0096805
6/1/2006,100.6184,100.2758,98.6927,471.66,84.569,70.96,102.57277,90.384537,115.67947,3.2091341,373.72,99.317879,83.907814,557.72211,441.91135,463.0572498,450.4073202,475.0823177
7/1/2006,100.5919,100.3312,98.4387,490.32,84.858,74.41,137.13483,134.39635,142.08606,3.0698192,376.2,99.330559,87.687668,577.81232,443.32886,492.0964602,490.079327,495.643293
8/1/2006,100.6183,100.4042,97.7138,485.64,85.125,73.05,147.08112,141.55646,159.18817,3.0868816,384.99,99.323586,85.81498,570.5022,452.26431,499.0984271,495.2698648,507.0086962
9/1/2006,100.7613,100.4942,97.9814,434.44,84.902,63.87,111.72426,110.28041,114.77067,2.4448702,389.41,99.363503,75.227913,511.69583,458.6582,471.6033871,470.3026304,474.2935963
10/1/2006,100.9661,100.5897,98.3156,431.13,84.702,58.88,113.1353,125.29189,99.273918,2.1180837,403.44,99.530922,69.514297,508.99625,476.30518,472.8584448,483.0646135,459.7882878
11/1/2006,101.0787,100.7176,97.5133,442.17,84.731,59.37,88.778923,87.275772,86.71051,2.3559494,413.5,99.749908,70.06881,521.8515,488.01501,448.6149268,446.9072899,446.2575099
12/1/2006,101.1329,100.848,96.7951,445.75,85.032,62.03,90.60656,95.78138,78.769653,2.6730061,422.14,100.02884,72.949005,524.21442,496.44839,450.6526617,456.2068303,436.6527808
1/1/2007,101.1421,100.9063,97.8338,408.14,85.316,54.57,97.920044,95.613449,97.65374,2.4190392,426.15,100.22746,63.962212,478.38623,499.496,458.4151268,456.031349,458.1427957
2/1/2007,101.0796,101.0058,97.4764,435.21,85.581,59.26,96.169357,98.155739,90.955673,2.50704,423.44,100.52705,69.244339,508.53577,494.78271,456.6110773,458.6555391,451.0372278
3/1/2007,101.0006,101.1102,97.0118,446.64,85.894,60.56,87.336502,86.152122,83.918602,2.7141943,430.71,100.70454,70.505508,519.98975,501.44363,446.9768497,445.6114594,442.9847305
4/1/2007,100.9785,101.2133,95.6322,469.59,86.096,63.97,76.61338,69.225517,83.419281,2.6162043,449.1,100.89416,74.300781,545.42603,521.62701,433.8771735,423.7369537,442.387947
5/1/2007,100.9974,101.3193,94.7225,470.56,86.346,63.46,92.599586,82.30323,103.89259,2.6471484,461.38,101.06907,73.49501,544.97021,534.33856,452.8284671,441.0410354,464.3357577
6/1/2007,100.9723,101.3106,94.4449,485.25,86.529,67.48,97.972313,87.080597,109.30941,2.7489574,458.71,101.19576,77.985413,560.79462,530.12286,458.4684918,446.6834092,469.4182485
7/1/2007,100.9265,101.1785,93.2059,504.65,86.661,74.18,112.34625,103.2634,127.13468,2.7996664,450.12,101.11791,85.597908,582.32654,519.4032,472.158562,463.7283006,484.5246997
8/1/2007,100.7702,100.8913,93.7603,490.16,86.72,72.39,83.173203,73.12574,100.14825,2.7521291,448.38,101.20496,83.475555,565.22137,517.04333,442.0925217,429.2180425,460.6651588
9/1/2007,100.5688,100.5546,92.4366,528.83,87.054,79.93,94.488869,94.93998,92.248726,3.144665,470.32,101.158,91.816574,607.47351,540.26239,454.8482039,455.3244902,452.4488473
10/1/2007,100.3251,100.2231,90.4002,559.36,87.318,86.2,101.47301,103.61027,97.495163,3.6059425,486.96,101.40132,98.71962,640.60101,557.68573,461.9792852,464.0636456,457.9802767
11/1/2007,100.0472,99.846,89.053,600.37,87.781,94.62,89.795448,95.73848,81.568428,4.1170297,466.14,101.44798,107.79098,683.94073,531.02606,449.7534284,456.1620308,440.1442275
12/1/2007,99.8353,99.5422,90.005,593.12,87.984,91.73,94.967491,98.531372,84.130768,4.0724978,459.58,101.688,104.25759,674.12256,522.34497,455.3534633,459.0374995,443.237235
1/1/2008,99.617,99.2786,89.3971,606.71,88.206,92.95,81.499825,76.402374,83.747643,4.2922478,423.27,101.69627,105.37832,687.83301,479.86533,440.0600873,433.6013769,442.7808027
2/1/2008,99.3047,99.1179,88.6434,638.87,88.382,95.35,80.751465,72.528511,86.752792,4.5365758,422.62,101.83276,107.88396,722.85083,478.17429,439.1376104,428.397974,446.3062603
3/1/2008,98.9276,98.951,86.8399,689.26,88.635,105.56,77.636139,72.029678,83.48439,4.6145239,416.52,101.67728,119.09517,777.63861,469.92722,435.2033028,427.7078229,442.4659668
4/1/2008,98.4622,98.6576,86.5475,717.95,88.799,112.57,71.904808,69.45797,69.992744,4.677072,438.33,101.77627,126.76945,808.51135,493.62042,427.5343133,424.0721821,424.839158
5/1/2008,98.0054,98.1892,86.8245,778.15,89.18,125.39,72.573799,70.67775,74.789787,4.9608464,443.31,101.57999,140.60327,872.5611,497.09576,428.4603961,425.8130813,431.4681338
6/1/2008,97.6488,97.6386,87.0728,832.3,89.827,133.93,87.548424,88.886063,80.344902,5.4400311,405.94,101.59416,149.09772,926.55884,451.91312,447.2192057,448.7355359,438.6328643
7/1/2008,97.5368,97.3174,86.4538,818.89,90.245,133.44,89.739571,84.322487,88.160683,5.6639156,395.69,101.24714,147.86415,907.40759,438.46198,449.691182,443.4648579,447.9161093
8/1/2008,97.6162,97.3553,88.945,716.84,90.172,116.61,88.554108,75.769714,105.06571,5.4139094,387.38,101.0707,129.31952,794.9696,429.6012,448.3613755,432.7698661,465.4585964
9/1/2008,97.6257,97.4342,91.2651,644,90.247,103.9,88.542557,82.014267,94.461006,5.2865396,339.94,100.51015,115.12848,713.59711,376.67734,448.3483306,440.689322,454.8187114
10/1/2008,97.3555,97.3099,98.04,495.93,89.651,76.65,64.159798,53.11739,75.282661,4.7075768,273.37,100.07833,85.498207,553.17847,304.92688,416.1376815,397.250437,432.1249843
11/1/2008,97.1084,97.1521,100.7667,405.96,88.593,57.44,79.080971,68.30365,95.143562,3.4066794,254.7,98.947754,64.835823,458.23035,287.49451,437.0472277,422.3963206,455.538693
12/1/2008,96.9718,96.9701,99.6622,338.27,88.098,41.02,92.366432,83.843132,109.21497,2.5919774,263.72,98.042976,46.561783,383.97012,299.34845,452.5763623,442.8947577,469.3318142
1/1/2009,96.9094,96.8543,100.3521,346.03,88.108,41.74,85.369476,86.313171,89.712547,2.312063,240.25,96.942429,47.373676,392.73392,272.67673,444.6988613,445.7982205,449.6610637
2/1/2009,96.9186,96.7945,102.9737,327.47,88.266,39.16,67.452675,64.772911,64.586357,2.0405233,215.79,96.378738,44.365894,371.00357,244.47693,421.1426241,417.0887476,416.8003197
3/1/2009,97.1483,96.9078,103.4397,350.86,88.169,47.98,72.644623,69.177109,74.832977,1.7080889,233.02,95.7743,54.418221,397.94031,264.2879,428.5579375,423.6670013,431.5258657
4/1/2009,97.6123,97.2467,100.7162,367.12,88.295,49.79,85.688499,84.485367,83.981285,1.4580687,259.8,95.845352,56.390511,415.78799,294.24091,445.0718616,443.6578348,443.0593976
5/1/2009,98.0744,97.6576,97.5519,410.82,88.387,59.16,89.680862,86.637024,92.64315,1.0348403,283.48,95.821671,66.932922,464.79684,320.72589,449.6257391,446.1727253,452.8755016
6/1/2009,98.4192,98.0855,96.0426,458.22,88.912,69.68,81.109589,80.800819,74.591331,0.66920549,281.52,96.155701,78.369621,515.36353,316.62769,439.5801191,439.1987102,431.2024294
7/1/2009,98.6423,98.526,95.6605,429.21,88.922,64.09,83.439621,82.10675,80.12088,0.26523587,305.95,96.21801,72.074402,482.68146,344.06558,442.4123268,440.802023,438.3536494
8/1/2009,98.8488,98.9616,94.373,466.68,89.18,71.06,73.37188,64.709175,78.043854,0.51777631,317.52,96.491966,79.681541,523.30121,356.04395,429.5540756,416.9903,435.7270899
9/1/2009,99.0682,99.3681,93.6638,453.77,89.324,69.46,92.839989,97.49292,77.784645,0.46882439,330.97,96.531357,77.761856,508.00458,370.52753,453.0877463,457.977976,435.3944047
10/1/2009,99.1659,99.6427,92.2598,492.51,89.663,75.82,90.576401,88.229912,90.425148,0.79277968,324.92,96.794273,84.561081,549.2901,362.37912,450.6193705,447.9946044,450.4522415
11/1/2009,99.1949,99.757,91.7996,509.71,89.887,78.08,82.101761,74.315384,85.009789,1.727428,337.76,96.83786,86.864616,567.0564,375.76068,440.7959466,430.8317983,444.2766415
12/1/2009,99.2589,99.7336,92.2586,505.07,89.939,74.3,92.946915,89.343346,95.871368,2.3394871,344.2,97.039406,82.611549,561.56952,382.70383,453.2028524,449.2486768,456.3007376
1/1/2010,99.333,99.5601,92.4403,520.05,90.136,78.22,91.581024,84.972992,100.41094,2.5138235,329.06,97.129196,86.779976,576.96149,365.07056,451.7224089,444.2333465,460.9271165
2/1/2010,99.353,99.2961,93.8867,503.83,90.134,76.42,80.725357,78.846275,80.711739,2.4523211,332.63,97.399521,84.784874,558.97888,369.03943,439.1052739,436.7500071,439.0884029
3/1/2010,99.3526,99.0795,93.1499,523.07,90.261,81.24,74.116943,73.49691,70.039345,2.532645,353.24,97.546638,90.005653,579.5083,391.35397,430.5644157,429.7243365,424.9057156
4/1/2010,99.3327,98.8865,92.6391,543.75,90.31,84.48,88.761581,92.056915,81.268402,2.6295178,352.88,97.819778,93.544456,602.09277,390.74301,448.595391,452.2407027,439.7757282
5/1/2010,99.2851,98.6087,95.5306,499.87,90.339,73.84,88.95871,87.49411,85.857391,2.5827584,317.27,97.995956,81.736572,553.3269,351.19937,448.8172329,447.1571477,445.2687676
6/1/2010,99.2394,98.5536,96.0606,497,90.301,75.35,96.453697,110.69172,70.988625,2.2992291,306.5,98.174713,83.443153,550.38153,339.42038,456.9063069,470.674904,426.2519653
7/1/2010,99.1895,98.8274,94.4547,503.57,90.378,76.37,79.381378,75.185379,84.048233,2.3968589,331.66,98.250748,84.500656,557.18207,366.96985,437.4263807,431.9956784,443.1390836
8/1/2010,99.2055,99.223,93.6822,517.41,90.502,76.82,80.993866,71.95153,85.982574,2.3314154,318.67,98.378456,84.882103,571.71112,352.11377,439.4373423,427.5992698,445.4144648
9/1/2010,99.2315,99.4767,92.7626,526.98,90.592,75.31,71.168549,68.94754,69.293953,2.4936011,348.81,98.416908,83.130959,581.70697,385.034,426.5050993,423.3345926,423.8357644
10/1/2010,99.2759,99.5721,90.2291,561.66,90.881,81.9,65.991936,62.09618,76.168915,2.6997833,360.93,98.527,90.117844,618.01697,397.14572,418.9532553,412.8684473,433.295344
11/1/2010,99.357,99.5982,90.5095,579.86,91.062,84.14,94.70517,98.689148,83.266502,2.7331226,351.97,98.615486,92.398582,636.77496,386.51688,455.0768592,459.1974991,442.2046331
12/1/2010,99.3927,99.4861,91.1835,614.79,91.268,89.04,97.203896,100.39768,91.762108,2.9432201,378.44,98.705528,97.558838,673.60962,414.64697,457.6810793,460.9139099,451.9199446
1/1/2011,99.3551,99.3465,90.1112,634.64,91.542,89.42,79.421616,76.593567,78.806984,3.1032,385.43,98.795799,97.681938,693.2774,421.04172,437.4770573,433.8513091,436.7001622
2/1/2011,99.2469,99.2462,89.3967,661.45,91.797,89.58,90.014488,90.189339,85.486832,3.2499096,396.25,98.864098,97.584885,720.55731,431.659,449.9970635,450.1911227,444.8362352
3/1/2011,99.0185,99.0963,88.4872,708.39,92.166,102.94,136.88831,126.96573,157.47984,3.5110617,393.67,98.871376,111.68977,768.60229,427.13147,491.9165338,484.3917208,505.929745
4/1/2011,98.8868,98.9479,86.9214,744.46,92.557,110.04,91.017769,72.92318,111.94474,3.7034161,409.63,98.845665,118.8889,804.32599,442.57053,451.1054751,428.9406558,471.8005357
5/1/2011,98.8785,98.8904,86.9464,695.69,92.838,101.33,105.34492,95.506638,123.8261,3.9032278,399.13,98.882423,109.14712,749.35907,429.92093,465.7239919,455.9195753,481.8878162
6/1/2011,98.7935,98.8644,86.9412,679.94,92.819,96.29,84.391846,71.391129,98.272758,3.9755504,392.16,98.858002,103.73953,732.54401,422.49969,443.5470786,426.8173618,458.7746858
7/1/2011,98.5554,98.7193,86.3178,689.45,92.977,97.19,78.924759,59.019047,102.11176,4.0462999,384.62,98.85186,104.53123,741.52747,413.67221,436.8494981,407.7860222,462.60679
8/1/2011,98.2734,98.407,86.8983,651.72,93.196,86.33,86.951569,63.504677,112.49906,4.078887,356.02,98.800591,92.632729,699.30042,382.01212,446.5351285,415.1113557,472.2944866
9/1/2011,98.1649,98.127,89.7253,639.04,93.327,85.61,83.350449,70.606689,95.267441,4.0683417,322.3,98.725151,91.731224,684.73218,345.34485,442.3053996,425.7124885,455.6688105
10/1/2011,98.1846,97.9394,90.6098,625.65,93.329,86.41,76.339935,64.185104,92.343315,3.932806,356.32,98.645897,92.586441,670.37042,381.78915,433.5196196,416.1771159,452.5513316
11/1/2011,98.3208,97.8777,91.2649,653.51,93.52,97.21,83.157677,95.574532,70.110039,3.7896473,345.45,98.704147,103.94568,698.79169,369.38623,442.0738528,455.9906383,425.0065993
12/1/2011,98.5075,97.8281,92.2056,642.72,93.574,98.57,85.341324,88.894081,77.476479,3.5354893,344.34,98.770714,105.33909,686.85748,367.98685,444.6658792,448.744556,434.9974394
1/1/2012,98.7175,97.8435,91.6463,661.12,93.894,100.24,79.634972,93.609596,62.068432,3.424336,363.41,98.917465,106.75868,704.11316,387.04285,437.7453343,453.91329,412.8237518
2/1/2012,98.8667,97.9408,89.9605,685.82,94.104,102.25,92.445824,104.2075,78.599861,3.3929679,380.71,98.926804,108.65638,728.78943,404.56305,452.6622786,464.6384104,436.4369931
3/1/2012,98.9348,98.0023,90.5112,701.92,94.284,106.19,88.759979,87.856483,85.856987,3.2908299,383.14,98.985626,112.62781,744.47412,406.36798,448.5935861,447.5704608,445.268297
4/1/2012,98.9361,97.9295,90.8156,681.61,94.408,103.33,96.016685,101.92078,86.384369,3.1539772,377.57,98.894958,109.45047,721.98328,399.93433,456.4521978,462.4195845,445.8806745
5/1/2012,98.9041,97.8334,92.4928,637.66,94.302,94.7,78.171158,80.634888,69.743546,2.835218,342.88,98.894096,100.42205,676.18927,363.59781,435.8900756,438.9931409,424.4824886
6/1/2012,98.8107,97.744,93.8809,579.93,94.254,82.41,77.822433,70.232162,82.174736,2.6804626,359.38,98.747704,87.433952,615.28424,381.28885,435.4429732,425.1806354,440.8847907
7/1/2012,98.758,97.6221,93.4062,627.42,94.288,87.93,82.808022,79.336266,91.000801,2.5695186,363.95,98.70768,93.256828,665.42932,385.99823,441.6524941,437.3695351,451.0868309
8/1/2012,98.7563,97.4492,92.5283,661.68,94.605,94.16,74.878357,70.989159,78.111618,2.7208416,371.63,98.587723,99.529625,699.41333,392.82278,431.586489,426.2527175,435.8138804
9/1/2012,98.7979,97.2654,90.9802,670.25,94.893,94.72,69.28051,68.402824,65.871262,2.8001485,381.99,98.534019,99.817688,706.32184,402.54813,423.8163626,422.541411,418.7702261
10/1/2012,98.8576,97.1741,90.7566,654.57,95.174,89.57,81.663666,74.206009,88.030899,2.774472,379.02,98.349335,94.111839,687.76135,398.23901,440.2609178,430.6845131,447.7687878
11/1/2012,98.8666,97.1347,91.4751,639.84,95.109,86.66,81.389641,75.658463,89.048416,2.6205597,383.13,98.327965,91.116508,672.7439,402.83255,439.9248004,432.6229304,448.9180222
12/1/2012,98.8197,97.1659,90.8804,640.09,95.094,88.25,74.831558,66.240524,82.978615,2.6832683,391.37,98.222672,92.80291,673.11292,411.56119,431.5239694,419.3292421,441.8582924
1/1/2013,98.8899,97.3286,90.8255,658.1,95.275,94.69,90.657494,84.139893,108.94932,2.6391256,408.93,98.249153,99.385986,690.73737,429.21017,450.7088603,443.2480806,469.088282
2/1/2013,99.0087,97.4716,91.5509,669.41,95.614,95.32,81.590332,77.605316,85.658173,2.7345302,408.67,98.25544,99.692513,700.11713,427.41647,440.1710775,435.163593,445.0364643
3/1/2013,99.119,97.5439,92.4132,648.2,95.488,92.96,75.896721,81.891754,69.396812,2.4461162,415.79,98.375443,97.352547,678.82874,435.43692,432.9373482,440.5398302,423.984093
4/1/2013,99.2265,97.5915,92.0478,624.14,95.391,92.07,95.107872,99.52195,87.472755,2.2658045,427.25,98.442894,96.518539,654.29651,447.8934,455.5011742,460.0378223,447.1327373
5/1/2013,99.373,97.6296,92.529,627.12,95.461,94.8,83.717316,75.329224,98.227592,2.3619895,425.26,98.523132,99.307571,656.93842,445.48035,442.7445838,432.186816,458.7287153
6/1/2013,99.502,97.7904,93.2836,622.56,95.673,95.8,82.973007,78.821884,86.634201,2.6622918,413.06,98.468994,100.13274,650.71649,431.74146,441.8515338,436.7190674,446.1694668
7/1/2013,99.6067,98.061,93.8724,639.34,95.792,104.7,73.975815,71.55719,72.675873,2.79074,432.95,98.53022,109.29932,667.42523,451.96884,430.3738215,427.049699,428.6009459
8/1/2013,99.618,98.403,93.7149,645.98,95.934,106.56,90.956749,80.739578,106.97909,2.6181664,423.18,98.586601,111.07636,673.35876,441.11575,451.0384108,439.1228889,467.2633395
9/1/2013,99.5602,98.7049,93.4706,645.31,95.976,106.29,100.45933,100.38423,100.16348,2.462893,444.18,98.597824,110.74644,672.36603,462.80319,460.9752969,460.9005123,460.6803651
10/1/2013,99.4824,98.86,92.4993,633.4,96.103,100.54,72.953117,65.501663,78.730026,2.3678932,461.4,98.656624,104.61692,659.08453,480.10989,428.9817002,418.2075532,436.6024607
11/1/2013,99.5058,98.9956,93.3737,614.88,96.246,93.86,77.779022,92.498878,52.438381,2.5436318,467.48,98.676414,97.520935,638.86292,485.71368,435.3871755,452.7196515,395.9638785
12/1/2013,99.5893,99.15,93.534,631.12,96.414,97.68,70.37249,70.094612,66.790726,2.5465481,475.54,98.678612,101.31309,654.59375,493.22711,425.380242,424.9845929,420.1564239
1/1/2014,99.6439,99.3331,94.4648,617.15,96.614,94.62,77.91597,70.480766,83.145897,2.4576969,456.61,98.567665,97.936119,638.77905,472.61267,435.5630938,425.533985,442.059686
2/1/2014,99.6934,99.5113,94.6456,640.25,96.66,100.82,69.003525,73.278656,59.086555,2.2866325,477.72,98.542717,104.30374,662.37329,494.22717,423.415759,429.426938,407.9003403
3/1/2014,99.7839,99.6765,94.4408,645.89,96.815,100.8,119.83855,151.67477,74.06189,2.4670849,478.92,98.507729,104.1161,667.13837,494.67542,478.614542,502.1738557,430.4901095
